https://www.ctcrash.uconn.edu/QueryTool2.action?qid=166508
"CrashId","VehicleId","Vehicle Unit Type","Vehicle Unit Type Text Format","Number of Occupants in Vehicle","Make","Vehicle Model Year","Vehicle Model Year Text Format","Model","Vehicle Color","Direction of Travel Before Crash","Direction of Travel Before Crash Text Format","Direction is Unknown","Most Harmful Event","Most Harmful Event Text Format","Vehicle Maneuver/Action","Vehicle Maneuver/Action Text Format","Contributing Circumstances, Motor Vehicle","Contributing Circumstances, Motor Vehicle Text Format","Contributing Circumstances, Motor Vehicle","Contributing Circumstances, Motor Vehicle Text Format","Posted/Statutory Speed Limit","Towed Status","Towed Status Text Format","Trafficway Description","Trafficway Description Text Format","Total Lanes In Roadway","Roadway Alignment","Roadway Alignment Text Format","Roadway Grade","Roadway Grade Text Format","Initial Contact Point","Initial Contact Point Text Format","Extent of Damage","Extent of Damage Text Format","Body Type","Body Type Text Format","Vehicle Action","Vehicle Action Text Format","Contributing Circumstances of Vehicle","Contributing Circumstances of Vehicle Text Format","VIN","Traffic Control Device Type","Traffic Control Device Type Text Format","Traffic Control Device Functional?","Traffic Control Device Functional? Text Format","Sequence of Events 1","Sequence of Events 1 Text Format","Sequence of Events 2","Sequence of Events 2 Text Format","Sequence of Events 3","Sequence of Events 3 Text Format","Sequence of Events 4","Sequence of Events 4 Text Format","Special Function Of Vehicle In Operation","Special Function Of Vehicle In Operation Text Format","Emergency Vehicle Use","Emergency Vehicle Use Text Format","Were Hazardous Materials Released","Were Hazardous Materials Released Text Format","Owner City","Owner State","Owner Country","Owner Postal Code","Owner Information Same As Driver","Hit And Run Status","Towed To","Was Serial Number Missing/Removed","Bike Lanes/Sharrows Present","Name Of Roadway On Which Vehicle Was Traveling","Vehicle Was Not On Roadway","Motor Vehicle Registration State","Motor Vehicle Registration Was Invalid","Motor Vehicle Registration Plate Was Missing","Bus Use","Name Of Issuing Insurance Company","US DOT Number","Carrier Name","Carrier City","Carrier State","Carrier Country","Carrier Postal Code","Carrier Type","Carrier Type Text Format","Power Unit Owner Information Same As Carrier","Power Unit Owner City","Power Unit Owner State","Power Unit Owner Country","Power Unit Owner Postal Code","Gross Vehicle Weight Rating","Gross Vehicle Weight Rating Text Format","Vehicle Configuration","Vehicle Configuration Text Format","Cargo Body Type","Cargo Body Type Text Format","Insurance Expiration Date","Hazardous Materials Placard Display","Hazardous Materials Placard Display Text Format","Hazardou sMaterials Placard Number","Hazardou sMaterials Placard Class Number"
"104152","1","1","Vehicle in Operation","2","CHRY","2010","2010","SEBRING","RED","N","Northbound","false","17","Pedestrian","1","Straight Ahead","0","None","88","Not Applicable","30","3","Not Towed","3","Two-Way, Divided, Unprotected (Painted > 4 Feet) Median","2","1","Straight","1","Level","12","Sector 12 (North) in the 12-point Clock Diagram","2","Minor Damage","1","Passenger Car","1","Straight Ahead","0","None","1C3CC4FB3AN125684","1","No Control Device","88","Not Applicable","17","Pedestrian","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","","","","","","false","","false","false","Maple St","false","CT","false","false","1","PROGRESSIVE","","","","","","","","","","","","","","","","","","","","","","","",""
"104488","1","1","Vehicle in Operation","1","Toyota","2009","2009","Avalon","White","W","Westbound","false","17","Pedestrian","1","Straight Ahead","0","None","88","Not Applicable","25","3","Not Towed","1","Two-Way, Not Divided","2","1","Straight","1","Level","11","Sector 11 (North by NorthWest) in the 12-point Clock Diagram","2","Minor Damage","1","Passenger Car","1","Straight Ahead","0","None","4T1BK36B79U339370   ","6","Stop Sign","2","Yes","17","Pedestrian","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","","","","","","false","N/A","false","false","Prospect St.","false","CT","false","false","1","Arbella","","","","","","","","","","","","","","","","","","","","","","","",""
"106638","1","1","Vehicle in Operation","1","JEEP","1999","1999","WRANGLER","WHI","E","Eastbound","false","26","Other Non-Fixed Object","6","Turning Right","0","None","88","Not Applicable","45","3","Not Towed","3","Two-Way, Divided, Unprotected (Painted > 4 Feet) Median","5","1","Straight","1","Level","2","Sector 2 (NorthEast) in the 12-point Clock Diagram","2","Minor Damage","1","Passenger Car","6","Turning Right","0","None","1J4FY29P8XP444835","1","No Control Device","88","Not Applicable","26","Other Non-Fixed Object","18","Pedalcycle/Pedalcyclist","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","","","","","","","","false","false","Route 6","false","CT","false","false","1","METROPOLITAN","","","","","","","","","","","","","","","","","","","","2016-08-03","","","",""
"106638","2","99","Unknown","1","MONGOOSE","0","Older than 2003","R5204","BLK","E","Eastbound","false","26","Other Non-Fixed Object","15","Wrong way (or Wrong Side)","0","None","88","Not Applicable","45","3","Not Towed","3","Two-Way, Divided, Unprotected (Painted > 4 Feet) Median","5","1","Straight","1","Level","12","Sector 12 (North) in the 12-point Clock Diagram","2","Minor Damage","99","Unknown","15","Wrong way (or Wrong Side)","0","None","","1","No Control Device","88","Not Applicable","18","Pedalcycle/Pedalcyclist","26","Other Non-Fixed Object","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","","","","","","","bicycle brought to Windham Public Works","false","","Route 6","false","","false","false","1","","","","","","","","","","","","","","","","","","","","","","","","",""
"113856","2","1","Vehicle in Operation","0","","0","Older than 2003","","Black","S","Southbound","false","22","Motor Vehicle In Motion","10","Entering Traffic Lane","0","None","","","45","","","3","Two-Way, Divided, Unprotected (Painted > 4 Feet) Median","2","1","Straight","1","Level","11","Sector 11 (North by NorthWest) in the 12-point Clock Diagram","4","Disabling Damage","","","10","Entering Traffic Lane","0","None","N/A","1","No Control Device","88","Not Applicable","22","Motor Vehicle In Motion","88","Not Applicable","88","Not Applicable","88","Not Applicable","","","","","","","","","","","","false","","true","false","Route 16","false","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"113856","1","1","Vehicle in Operation","2","FORD","2006","2006","FOCUS","GRY","W","Westbound","false","18","Pedalcycle/Pedalcyclist","1","Straight Ahead","0","None","88","Not Applicable","45","2","Towed But not Due to Disabling Damage","3","Two-Way, Divided, Unprotected (Painted > 4 Feet) Median","2","1","Straight","1","Level","11","Sector 11 (North by NorthWest) in the 12-point Clock Diagram","3","Functional Damage","1","Passenger Car","1","Straight Ahead","0","None","1FAFP34N26W174807","1","No Control Device","88","Not Applicable","18","Pedalcycle/Pedalcyclist","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","","","","","","false","Marvin Midway","false","false","Route 16","false","CT","false","false","1","GEICO","","","","","","","","","","","","","","","","","","","","","","","",""
"119411","2","1","Vehicle in Operation","1","","0","Older than 2003","","Blue","N","Northbound","false","22","Motor Vehicle In Motion","10","Entering Traffic Lane","0","None","","","30","","","1","Two-Way, Not Divided","2","1","Straight","2","Uphill","10","Sector 10 (NorthWest) in the 12-point Clock Diagram","3","Functional Damage","","","10","Entering Traffic Lane","0","None","","1","No Control Device","88","Not Applicable","22","Motor Vehicle In Motion","88","Not Applicable","88","Not Applicable","88","Not Applicable","","","","","","","","","","","","false","","false","false","Babcock Hill Road","false","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"119411","1","1","Vehicle in Operation","1","NONE","0","Older than 2003","TAUR","GRY","S","Southbound","false","18","Pedalcycle/Pedalcyclist","1","Straight Ahead","0","None","88","Not Applicable","35","3","Not Towed","1","Two-Way, Not Divided","2","1","Straight","4","Downhill","1","Sector 1 (North by NorthEast) in the 12-point Clock Diagram","2","Minor Damage","1","Passenger Car","1","Straight Ahead","0","None","NONE","1","No Control Device","88","Not Applicable","18","Pedalcycle/Pedalcyclist","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","Colchester","CT","UnitedStates","06415","","false","","false","false","BABCOCKHILL RD","false","CT","false","false","1","CONSTITUTION STATE SERVICES","","","","","","","","","","","","","","","","","","","","2020-01-01","","","",""
"120151","1","1","Vehicle in Operation","1","Hond","2011","2011","Civic Lx","Gry      ","W","Westbound","false","17","Pedestrian","7","Turning Left","0","None","88","Not Applicable","1","3","Not Towed","1","Two-Way, Not Divided","2","1","Straight","1","Level","12","Sector 12 (North) in the 12-point Clock Diagram","3","Functional Damage","1","Passenger Car","7","Turning Left","0","None","2HGFA1F53BH514022   ","6","Stop Sign","2","Yes","17","Pedestrian","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","","","","","","true","","false","false","VALLEY ST","false","CT","false","false","1","Plymouth Rock Assurance Corp.","","","","","","","","","","","","","","","","","","","","2016-03-22","","","",""
"122018","1","1","Vehicle in Operation","1","JEEP","2001","2001","GRAND CH","RED","W","Westbound","false","17","Pedestrian","1","Straight Ahead","11","Mirrors","","","25","3","Not Towed","1","Two-Way, Not Divided","2","1","Straight","1","Level","2","Sector 2 (NorthEast) in the 12-point Clock Diagram","2","Minor Damage","2","(Sport) Utility Vehicle","1","Straight Ahead","11","Mirrors","1J4GW48S01C538993","1","No Control Device","88","Not Applicable","17","Pedestrian","88","Not Applicable","","","","","1","No Special Function","88","Not applicable","","","CENTRAL VILLAGE","CT","UnitedStates","06332","true","true","","false","false","EAST MAIN STREET","false","CT","false","false","1","ALLSTATE","","","","","","","","","","","","","","","","","","","","2015-06-25","","","",""
"127945","2","1","Vehicle in Operation","1","","0","Older than 2003","","Black","N","Northbound","false","18","Pedalcycle/Pedalcyclist","7","Turning Left","0","None","0","None","35","","","1","Two-Way, Not Divided","2","1","Straight","1","Level","10","Sector 10 (NorthWest) in the 12-point Clock Diagram","3","Functional Damage","","","7","Turning Left","0","None","","1","No Control Device","88","Not Applicable","18","Pedalcycle/Pedalcyclist","88","Not Applicable","88","Not Applicable","88","Not Applicable","","","","","","","","","","","","false","","false","false","RT.12","false","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"127945","1","1","Vehicle in Operation","1","JEEP","2012","2012","COMPASS","GRY","N","Northbound","false","18","Pedalcycle/Pedalcyclist","1","Straight Ahead","0","None","88","Not Applicable","35","3","Not Towed","1","Two-Way, Not Divided","2","1","Straight","1","Level","1","Sector 1 (North by NorthEast) in the 12-point Clock Diagram","2","Minor Damage","2","(Sport) Utility Vehicle","1","Straight Ahead","0","None","1C4NJDBB7CD515079","1","No Control Device","88","Not Applicable","18","Pedalcycle/Pedalcyclist","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","","","","","","false","","false","false","RT. 12","false","CT","false","false","1","GEICO","","","","","","","","","","","","","","","","","","","","2016-02-22","","","",""
"130212","1","1","Vehicle in Operation","1","Ford","2001","2001","Escort","Red","W","Westbound","false","17","Pedestrian","1","Straight Ahead","0","None","88","Not Applicable","25","3","Not Towed","1","Two-Way, Not Divided","2","1","Straight","1","Level","10","Sector 10 (NorthWest) in the 12-point Clock Diagram","2","Minor Damage","1","Passenger Car","1","Straight Ahead","0","None","3FAFP13P81R148652","10","Marked Uncontrolled Crosswalk","2","Yes","17","Pedestrian","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","Vernon","CT","","06066","","false","","false","true","North Eagleville Road","false","CT","false","false","1","Geico","","","","","","","","","","","","","","","","","","","","2016-05-17","","","",""
"132738","1","1","Vehicle in Operation","1","CHRY","2002","2002","CONCORDE","GRY","S","Southbound","false","17","Pedestrian","1","Straight Ahead","0","None","88","Not Applicable","30","3","Not Towed","1","Two-Way, Not Divided","2","1","Straight","1","Level","11","Sector 11 (North by NorthWest) in the 12-point Clock Diagram","2","Minor Damage","1","Passenger Car","1","Straight Ahead","0","None","2C3HD36M22H176408","1","No Control Device","88","Not Applicable","17","Pedestrian","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","Moosup","CT","","","","false","","false","false","Broad St.","false","CT","false","false","1","PROGRESSIVE","","","","","","","","","","","","","","","","","","","","2016-08-27","","","",""
"140736","1","1","Vehicle in Operation","1","","0","Older than 2003","","","N","Northbound","false","17","Pedestrian","6","Turning Right","99","Unknown","88","Not Applicable","25","3","Not Towed","1","Two-Way, Not Divided","2","1","Straight","1","Level","99","Unknown","99","Unknown","5","Pick Up","6","Turning Right","99","Unknown","","6","Stop Sign","2","Yes","17","Pedestrian","88","Not Applicable","88","Not Applicable","88","Not Applicable","99","Unknown","99","Unknown","","","","","","","","true","","false","false","Salmon Drive","false","","false","false","99","","","","","","","","","","","","","","","","","","","","","","","","",""
"140915","1","2","Parked Vehicle","1","Hyun","2011","2011","Sonat","Gray","E","Eastbound","false","22","Motor Vehicle In Motion","12","Parked","0","None","88","Not Applicable","65","1","Towed Due to Disabling Damage","3","Two-Way, Divided, Unprotected (Painted > 4 Feet) Median","3","2","Curve Left","4","Downhill","7","Sector 7 (South by SouthWest) in the 12-point Clock Diagram","4","Disabling Damage","1","Passenger Car","12","Parked","0","None","5NPEC4AC0BH144487","1","No Control Device","88","Not Applicable","22","Motor Vehicle In Motion","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","Dedham","MA","","02026","","false","Bill's Auto","false","false","Interstate 84","false","MA","false","false","1","SAFETY INSURANCE","","","","","","","","","","","","","","","","","","","","","","","",""
"140915","2","1","Vehicle in Operation","2","NISS","2015","2015","ALTIMA","BLK","E","Eastbound","false","23","Parked Vehicle","2","Negotiating a Curve","0","None","88","Not Applicable","65","1","Towed Due to Disabling Damage","3","Two-Way, Divided, Unprotected (Painted > 4 Feet) Median","3","2","Curve Left","4","Downhill","4","Sector 4 (SouthEast) in the 12-point Clock Diagram","4","Disabling Damage","1","Passenger Car","2","Negotiating a Curve","0","None","1N4AL3AP4FN356512","97","Other","1","No","23","Parked Vehicle","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","Orlando","FL","","32827","","false","Mill Street Auto","false","false","Interstate 84","false","FL","false","false","1","Self Insured","","","","","","","","","","","","","","","","","","","","","","","",""
"141248","1","1","Vehicle in Operation","1","DODG","1999","1999","DAKOTA","PLE","N","Northbound","false","47","Other Fixed Object (wall, building, tunnel, etc.)","2","Negotiating a Curve","0","None","88","Not Applicable","30","2","Towed But not Due to Disabling Damage","1","Two-Way, Not Divided","2","3","Curve Right","4","Downhill","12","Sector 12 (North) in the 12-point Clock Diagram","2","Minor Damage","5","Pick Up","2","Negotiating a Curve","0","None","1B7GG22Y2XS158069","1","No Control Device","88","Not Applicable","47","Other Fixed Object (wall, building, tunnel, etc.)","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","Columbia","CT","","","","","Gates","false","false","Whitney Rd","false","CT","false","false","1","PATRONS MUTUAL","","","","","","","","","","","","","","","","","","","","","","","",""
"141909","2","99","Unknown","1","","","","","","","","","22","Motor Vehicle In Motion","99","Unknown","99","Unknown","","","99","","","99","Unknown","","99","Unknown","99","Unknown","11","Sector 11 (North by NorthWest) in the 12-point Clock Diagram","99","Unknown","","","99","Unknown","99","Unknown","","99","Unknown","99","Unknown","22","Motor Vehicle In Motion","","","","","","","","","","","","","","","","","","","","","","PROVIDENCE AVE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"141909","1","1","Vehicle in Operation","1","FORD","2003","2003","CROWN VI","BLU","W","Westbound","false","18","Pedalcycle/Pedalcyclist","11","Slowing","0","None","88","Not Applicable","45","3","Not Towed","1","Two-Way, Not Divided","4","1","Straight","1","Level","2","Sector 2 (NorthEast) in the 12-point Clock Diagram","2","Minor Damage","1","Passenger Car","11","Slowing","0","None","2FAFP71W73X137417","3","Traffic Control Signal","2","Yes","18","Pedalcycle/Pedalcyclist","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","DANIELSON","CT","","06239","","","NA","false","false","Providence Road","false","CT","false","false","1","PROGRESSIVE","","","","","","","","","","","","","","","","","","","","2016-08-25","","","",""
"142270","1","1","Vehicle in Operation","1","HYUNDAI","2006","2006","SONATA","GRAY","N","Northbound","false","17","Pedestrian","1","Straight Ahead","0","None","0","None","35","3","Not Towed","1","Two-Way, Not Divided","2","1","Straight","1","Level","2","Sector 2 (NorthEast) in the 12-point Clock Diagram","2","Minor Damage","1","Passenger Car","1","Straight Ahead","0","None","5NPEU46F26H023594","1","No Control Device","88","Not Applicable","17","Pedestrian","","","","","","","1","No Special Function","88","Not applicable","","","Coventry","CT","UnitedStates","06238","true","false","N/A","false","false","Main Street","false","CT","false","false","1","The Hanover American Insurance Company","","","","","","","","","","","","","","","","","","","","2016-08-23","","","",""
